Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
BEN,2018-01-01,2018-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,62250,"Value Standard Local Currency, 2015 prices",2018,2018,SLC,101.7437706543,X
BEN,2019-01-01,2019-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,62250,"Value Standard Local Currency, 2015 prices",2019,2019,SLC,95.3325700274,X
BEN,2020-01-01,2020-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,62250,"Value Standard Local Currency, 2015 prices",2020,2020,SLC,99.8785518578,X
BEN,2021-01-01,2021-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,62250,"Value Standard Local Currency, 2015 prices",2021,2021,SLC,104.1774043571,X
BEN,2022-01-01,2022-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,62250,"Value Standard Local Currency, 2015 prices",2022,2022,SLC,129.6036494920,X
BEN,2023-01-01,2023-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,62250,"Value Standard Local Currency, 2015 prices",2023,2023,SLC,136.3074274280,X
BEN,2024-01-01,2024-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,62250,"Value Standard Local Currency, 2015 prices",2024,2024,SLC,136.6516859327,E
BEN,1970-01-01,1970-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1970,1970,USD,10.8492598442,X
BEN,1971-01-01,1971-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1971,1971,USD,10.6080313943,X
BEN,1972-01-01,1972-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1972,1972,USD,12.5299169188,X
BEN,1973-01-01,1973-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1973,1973,USD,15.1085188864,X
BEN,1974-01-01,1974-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1974,1974,USD,18.6629655062,X
BEN,1975-01-01,1975-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1975,1975,USD,24.3053653068,X
BEN,1976-01-01,1976-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1976,1976,USD,26.3446429488,X
BEN,1977-01-01,1977-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1977,1977,USD,27.4284752289,X
BEN,1978-01-01,1978-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1978,1978,USD,33.4680423342,X
BEN,1979-01-01,1979-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1979,1979,USD,37.7396854604,X
BEN,1980-01-01,1980-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1980,1980,USD,44.0728113061,X
BEN,1981-01-01,1981-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1981,1981,USD,39.4724582099,X
BEN,1982-01-01,1982-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1982,1982,USD,34.7518550780,X
BEN,1983-01-01,1983-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1983,1983,USD,32.3047536569,X
BEN,1984-01-01,1984-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1984,1984,USD,29.6507147124,X
BEN,1985-01-01,1985-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1985,1985,USD,45.3033839620,X
BEN,1986-01-01,1986-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1986,1986,USD,48.0776815655,X
BEN,1987-01-01,1987-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1987,1987,USD,47.9337195584,X
BEN,1988-01-01,1988-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1988,1988,USD,62.4535600716,X
BEN,1989-01-01,1989-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1989,1989,USD,50.3706915720,X
BEN,1990-01-01,1990-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1990,1990,USD,55.5634698541,X
BEN,1991-01-01,1991-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1991,1991,USD,52.6243665117,X
BEN,1992-01-01,1992-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1992,1992,USD,57.8380916715,X
BEN,1993-01-01,1993-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1993,1993,USD,55.9685338131,X
BEN,1994-01-01,1994-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1994,1994,USD,73.4020514448,X
BEN,1995-01-01,1995-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1995,1995,USD,93.3677186122,X
BEN,1996-01-01,1996-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1996,1996,USD,93.0796425656,X
BEN,1997-01-01,1997-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1997,1997,USD,87.0118609850,X
BEN,1998-01-01,1998-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1998,1998,USD,90.6145690504,X
BEN,1999-01-01,1999-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1999,1999,USD,88.7232854653,X
BEN,2000-01-01,2000-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2000,2000,USD,79.6321862925,X
BEN,2001-01-01,2001-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2001,2001,USD,72.5651077488,X
BEN,2002-01-01,2002-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2002,2002,USD,77.4129396667,X
BEN,2003-01-01,2003-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2003,2003,USD,94.7227758776,X
BEN,2004-01-01,2004-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2004,2004,USD,102.5166337293,X
BEN,2005-01-01,2005-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2005,2005,USD,111.0095932170,X
BEN,2006-01-01,2006-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2006,2006,USD,113.8422741443,X
BEN,2007-01-01,2007-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2007,2007,USD,127.6000000319,X
BEN,2008-01-01,2008-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2008,2008,USD,140.5944765262,X
BEN,2009-01-01,2009-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2009,2009,USD,135.6687175077,X
BEN,2010-01-01,2010-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2010,2010,USD,128.7254952790,X
BEN,2011-01-01,2011-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2011,2011,USD,143.2400361020,X
BEN,2012-01-01,2012-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2012,2012,USD,133.2663741954,X
BEN,2013-01-01,2013-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2013,2013,USD,130.7772993340,X
BEN,2014-01-01,2014-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2014,2014,USD,129.2675232582,X
BEN,2015-01-01,2015-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2015,2015,USD,100.0000000000,X
BEN,2016-01-01,2016-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2016,2016,USD,99.5622854204,X
BEN,2017-01-01,2017-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2017,2017,USD,101.4347338751,X
BEN,2018-01-01,2018-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2018,2018,USD,108.2950597636,X
BEN,2019-01-01,2019-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2019,2019,USD,96.1885012798,X
BEN,2020-01-01,2020-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2020,2020,USD,102.8207011054,X
BEN,2021-01-01,2021-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2021,2021,USD,111.0530725452,X
BEN,2022-01-01,2022-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2022,2022,USD,123.0079864305,X
BEN,2023-01-01,2023-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2023,2023,USD,132.8375237564,X
BEN,2024-01-01,2024-12-31,53,'204,Benin,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2024,2024,USD,133.2410354170,E
BEN,1970-01-01,1970-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1970,1970,SLC,18.2927815237,X
BEN,1971-01-01,1971-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1971,1971,SLC,18.9202039565,X
BEN,1972-01-01,1972-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1972,1972,SLC,19.4970932413,X
BEN,1973-01-01,1973-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1973,1973,SLC,20.9121274543,X
BEN,1974-01-01,1974-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1974,1974,SLC,25.1202770458,X
BEN,1975-01-01,1975-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1975,1975,SLC,26.4531304859,X
BEN,1976-01-01,1976-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1976,1976,SLC,31.1445946458,X
BEN,1977-01-01,1977-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1977,1977,SLC,32.8605337822,X
BEN,1978-01-01,1978-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1978,1978,SLC,35.6020700492,X
BEN,1979-01-01,1979-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1979,1979,SLC,38.6995013561,X
BEN,1980-01-01,1980-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1980,1980,SLC,46.0335597114,X
BEN,1981-01-01,1981-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1981,1981,SLC,55.6105720859,X
BEN,1982-01-01,1982-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1982,1982,SLC,58.5296117429,X
BEN,1983-01-01,1983-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1983,1983,SLC,59.9199953544,X
BEN,1984-01-01,1984-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1984,1984,SLC,55.6629373661,X
BEN,1985-01-01,1985-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1985,1985,SLC,49.8642908994,X
BEN,1986-01-01,1986-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1986,1986,SLC,49.2625639030,X
BEN,1987-01-01,1987-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1987,1987,SLC,52.4408631614,X
BEN,1988-01-01,1988-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1988,1988,SLC,49.9448893859,X
BEN,1989-01-01,1989-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1989,1989,SLC,49.8535956627,X
BEN,1990-01-01,1990-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1990,1990,SLC,48.9224916669,X
BEN,1991-01-01,1991-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1991,1991,SLC,48.0627451473,X
BEN,1992-01-01,1992-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1992,1992,SLC,49.0501681146,X
BEN,1993-01-01,1993-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1993,1993,SLC,48.5126558029,X
BEN,1994-01-01,1994-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1994,1994,SLC,41.6190763876,X
BEN,1995-01-01,1995-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1995,1995,SLC,50.1232040486,X
BEN,1996-01-01,1996-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1996,1996,SLC,57.1159402074,X
BEN,1997-01-01,1997-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1997,1997,SLC,59.1430000782,X
BEN,1998-01-01,1998-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1998,1998,SLC,62.8421013065,X
BEN,1999-01-01,1999-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",1999,1999,SLC,61.3422400535,X
BEN,2000-01-01,2000-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2000,2000,SLC,62.1705951300,X
BEN,2001-01-01,2001-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2001,2001,SLC,65.3397969658,X
BEN,2002-01-01,2002-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2002,2002,SLC,69.6343692018,X
BEN,2003-01-01,2003-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2003,2003,SLC,70.2746999614,X
BEN,2004-01-01,2004-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2004,2004,SLC,74.8734620059,X
BEN,2005-01-01,2005-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2005,2005,SLC,78.8066357944,X
BEN,2006-01-01,2006-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2006,2006,SLC,80.8198793640,X
BEN,2007-01-01,2007-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2007,2007,SLC,79.2080258341,X
BEN,2008-01-01,2008-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2008,2008,SLC,86.1518516877,X
BEN,2009-01-01,2009-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2009,2009,SLC,84.3399180639,X
BEN,2010-01-01,2010-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2010,2010,SLC,83.9171561966,X
BEN,2011-01-01,2011-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2011,2011,SLC,88.6330218686,X
BEN,2012-01-01,2012-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2012,2012,SLC,94.7804789516,X
BEN,2013-01-01,2013-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2013,2013,SLC,95.2252135753,X
BEN,2014-01-01,2014-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2014,2014,SLC,94.5890855090,X
BEN,2015-01-01,2015-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2015,2015,SLC,100.0000000000,X
BEN,2016-01-01,2016-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2016,2016,SLC,100.4107417781,X
BEN,2017-01-01,2017-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2017,2017,SLC,100.8852732818,X
BEN,2018-01-01,2018-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2018,2018,SLC,99.4602952618,X
BEN,2019-01-01,2019-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2019,2019,SLC,96.4071106439,X
BEN,2020-01-01,2020-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2020,2020,SLC,102.1032138219,X
BEN,2021-01-01,2021-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2021,2021,SLC,111.2222289059,X
BEN,2022-01-01,2022-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2022,2022,SLC,110.6870322126,X
BEN,2023-01-01,2023-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2023,2023,SLC,109.3902274512,X
BEN,2024-01-01,2024-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",62250,"Value Standard Local Currency, 2015 prices",2024,2024,SLC,107.5378923664,E
BEN,1970-01-01,1970-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1970,1970,USD,39.1272926268,X
BEN,1971-01-01,1971-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1971,1971,USD,40.6231473269,X
BEN,1972-01-01,1972-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1972,1972,USD,45.7366905246,X
BEN,1973-01-01,1973-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1973,1973,USD,55.4692435555,X
BEN,1974-01-01,1974-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1974,1974,USD,61.6996828179,X
BEN,1975-01-01,1975-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1975,1975,USD,72.9746093987,X
BEN,1976-01-01,1976-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1976,1976,USD,77.0580062619,X
BEN,1977-01-01,1977-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1977,1977,USD,79.0766719279,X
BEN,1978-01-01,1978-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1978,1978,USD,93.2763734285,X
BEN,1979-01-01,1979-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1979,1979,USD,107.5565111729,X
BEN,1980-01-01,1980-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1980,1980,USD,128.8131213061,X
BEN,1981-01-01,1981-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1981,1981,USD,120.9930629675,X
BEN,1982-01-01,1982-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1982,1982,USD,105.3035079417,X
BEN,1983-01-01,1983-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1983,1983,USD,92.9639454781,X
BEN,1984-01-01,1984-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1984,1984,USD,75.3131426788,X
BEN,1985-01-01,1985-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1985,1985,USD,65.6193689179,X
BEN,1986-01-01,1986-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1986,1986,USD,84.1008014971,X
BEN,1987-01-01,1987-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1987,1987,USD,103.1609981349,X
BEN,1988-01-01,1988-12-31,53,'204,Benin,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1988,1988,USD,99.1377520284,X
